content,flag
后保险杠右侧饰条紧固,1
客户反映机油消耗过快,1
拆装或更换发动机控制单元(含匹配),0
原因12+8X项行驶及安全性检查,2
更换前保并全喷更换左前叶并全?,2
检查雷达失效(长鸣)(未见),1
变速箱控制单元DQ200和发动机控制单元1.4LTSI重新编程,0
检查客人反映右前门玻璃不能升降,1
检查天窗开关有异响(已处理）,1
描述左门槛作漆,2
1.客户已确认维修估价为:10000(出门牌:010),2
右后门有漏风(密封调整),1
更换空气格空调格汽油格火花塞,0
右前门、右后门、右后叶、后杠做漆,2
喷漆:右后视镜,2
检查方向盘及右侧装饰条掉漆脱落查看原因,1
项目：消除胎压报警灯,1
项目全车免检,2
检查为气门室盖故障,1
308,2
领发动机清洗保护剂,0
漆工:右前杠,2
左防撞饰条喷漆,1
空调空气滤芯吹一下,2
更换发动机机油滤清器,0
右前大灯由平安送加工,2
车主反映后刹车片磨完异响,1
检查方向盘喇叭按钮不灵（右侧明显）,1
项目：清洁发动机舱和排水槽（免费）,0
经检查为故障码C110181发动机数据无效故障导致亮故障灯,1
更新齿轮油底壳及变速箱下护板,2
客述:方向打到底有金属响声未发现异常,1
更换机油虑,2
"温馨提示:后刹车片还有4MM,两后轮磨损至极限,CD转换匣故障",1
转交精品部,2
前部拆装（压行车执照）,2
拆装固定前B柱上下饰板,2
更换减震叉,1
方向盘偏左(已调整),1
更换发动机胶垫,0
ZW客户反映车辆驾驶员座椅滑到后端时有吱吱响,1
更换发动机后部水管(2.0),0
(明锐)更换左安全带,2
火花塞及汽油格已到更换周期建议更换,0
上次编程故障,1
itneededtobereplaced.Afterchecking,2
客人反映车辆右前门限位器失效,1
"客户反映故障灯亮,不好起动",1
项目更换后轮轴承,2
项目防撞梁修复,1
第二次免费更换机油及机油滤清器(有添加剂?,0
客户反映:右后尾盖灯不亮,1
检查检查P0700变速箱控制模块故障?,1
精品机油补差价200元,1
根据环境气候差异,1
左前门车顶板(喷漆),2
"开关故障,暂无保养手册,暂不做",1
客户反映：车辆右门玻璃升到一半,1
更换空调滤网+养护,2
2备注:1技师检查发现曲轴后油封、波箱前油封及分动器后油封等,0
拆装出水室,0
检查天窗不好用,1
客户反映急加速时哒哒响,1
PYBP08钣喷刘永彬组,2
M31.6常规保养,2
检查制动时有异响?,1
检查客户反映车子雨刮刮不干净,1
领喷油嘴清洗剂一个放车上,2
精致套餐B2(工种:机电),2
九项免费检测洗车、,2
外购雨刮水,2
发动机内部保护燃烧室积碳清洗,0
更换前中网..已拆杠,2
更换水箱水(工种:机电),2
拆装进气歧管核桃砂清洗积碳,0
发动机舱清洗费用为486元,0
"欢迎光临本店,我是您本次的服务顾问王杰,手机:",2
拆装四轮刹车碟外出加工,2
拆装或更换节气门体清洗,0
迎中秋国庆“您保养我送券”活动,2
换发动机盖，左前叶子板，前保、框架,0
B8更换发电机（4缸,0
检查机油黄灯,2
换油保养(3260KM免费检查),2
发动机罩:前盖修复调整拆装,0
拆装或更换分缸线(第1缸),0
前杠右前翼子板喷漆,2
更换正时皮带1994348420793,0
前杠修复左底坎更换,2
换左后门玻璃?,2
发动机内部清洗（客户不做）,0
追加更换后刹车片1775元,2
动力转向高压油管,0
翼子板前左手整个刮去、重漆,2
高压气清理发动机舱,0
四轮前后换位动平衡,2
发动机仓线束清洗、保养,0
事故机修隐损失待查,2
更换(银美孚)机油及机油格107,2
更换两前上臂胶,2
拆装修复左前大梁,2
更换前保防撞块,1
BMW“悦享”保养套餐燃油滤清器保养,0
更换氧传感器(发动机控制),0
常规检查(刹车、转向),2
免费洗车服务(洗车卷),2
机油泵:发动机内部清洗,0
检查前天仪表提示发动机冷却液位低,0
检查发动时前一分钟抖动,1
灯泡故障灯亮\更换后两小灯,1
4734部分配备1.4T发动机自动变速箱车辆的软件升级,0
按22500公里规范常规保养、嘉实多288,2
7.更换火花塞,0
车架.横梁:纵梁调修更换水箱框架,2
发动机润滑系统抗磨保养,0
更换一列二号氧传感器,0
检查轮胎胎噪声音大,1
诊断(检查雨刮刮不干净,1
需更换发动机电脑,0
发动机氢氧除碳(手工清洗节气门),0
左后轮漏气补胎,1
客户反映车辆冷车时难启动,1
更换机油机滤放油,2
更换信息显示器总成后故障消除,1
更换两前缓冲胶,2
高尔夫A75万KM定期常规保养,2
转向油及火花塞,0
前杠修复+喷漆,2
拆卸和安装两个电磁阀清洗,0
检查雨刮无法喷水,1
拆装或更换第二个倒车电眼,2
驾驶位地毯松,1
发动机内部去除及保护,0
原因室内外温度传感器内部故障,1
购买两盒汽油清洁剂,2
需更换怠速步进电机总成(),1
更换后稳定杆（断了）,1
发动机仓及线路养护,0
空调压缩机)拆除和更换(工种:机电),2
清洗节气门617,0
钣金：右前轮璇,2
更换进气凸轮轴电磁阀(缸1及缸2),0
建议更换火花塞(客户暂时不处理),0
更换空气滤空调滤鼓风机滤芯,1
导流板损坏,1
原因左前门升降器异响,1
检查冷车启动发动机声音大,1
拆装四条轮胎(含动平衡),2
钣金拆装更换配件见清单,2
项目：发动机电脑升级2.0T,0
检查客户反映在跑高速时方向盘有偏左现象.,1
还有异响,1
拆装水箱散热网空调加液四轮定位,2
加装挡泥板+发动机下护板,0
更换增压器出气软管?,0
更换机油机滤458+117+65,2
"车辆出现过一次报警(客户原话:像是一个太阳里面有个感叹号),",1
检查右前轮向左打死卡卡响,1
导航升级白金卡,2
善意补偿,2
为12.7V当电脑进行自检时DWA也未报警，故判断为车内防盗监控,1
"换刹车油,助力油,冷却液",2
倒车镜两后门往里打不开,1
建议换火花塞汽油滤,0
描述第二次换油保养,2
空滤帮忙吹一下,2
防盗警告喇叭更换,1
1级保养,2
更换发动机盖隔棉、胶钉,0
检查崎岖路行驶时仪表台有异响,1
更换机油三滤(嘉实多)发动机清洗,0
提醒下次保养里程数53200,2
左前翼子板及左前倒车镜外壳(喷漆),2
节气门清洗包,0
冬季建议:更换雪地轮胎.购买24H救援,2
更换火花塞四缸2.0T,0
“雪佛兰特色”九项终身免费检查,2
尊选机油+放油螺丝+空调格,0
首保9项免检及清洁发动机舱,0
更换左后右后平衡杆衬套,2
喷漆:前杠、左前叶子板、左前门等,2
检查锁车时不报警\无异常,1
关于瑞虎7MT增压器回油管的处理,0
检查气压等经常报警,1
处理右前门外把手不回位,1
左前叶子板刮伤,1
更换右后杠饰灯、尾灯、挂卡,2
H检查变速箱故障,1
SGM润滑系统清洗：180,2
"整车概述:汽油,排气,发动机电子:空调:",0
检查发动机转速3000多车速一直50左右,0
客户叙述：车辆凉车的时候发动机抖动需要检查维修,1
拆装凸轮轴位置传感器,0
排气系统清洗保护(三元催化器),0
项目拆后轮,2
检查冻车着车有响(工种:机电),1
更换右后尾灯灯炮,2
更换两前门内饰板扶手盖,2
两后胎内侧偏磨一般,1
确定为左后减震器故障?,1
项目更换发动机下机爪,0
免拆装清洗发动机积碳（1450）,0
拆卸安装燃油箱更换汽油泵,0
拆洗节气门超声波清洗喷油嘴更换空气格更换高压包,0
99000整台车辆后杠事故,2
清洗节气门和电脑匹配,0
项目：检查行驶加油发抖,1
空调系统清洗(含除臭),1
项目检查无暖风,2
"更新一个漏气保用轮胎,预计价格:3470",1
"零件价格：2611.73,项目价格：800.01",2
常规保养赠送内窥镜+节气门清洗一次,0
建议更换火花塞及汽滤客户不换,0
检查车窗开关失效,1
盐城宝景正在推行BMW“悦享”保养套餐,2
检查副驾驶电动座椅动不了,1
喷漆左后门附件(喷漆),2
建议更换刹车前片火花塞防冻液,0
刹车油暂时不换、稳定杆及连接杆松,1
检查冷车启动车身抖（发动机左支架胶烂）,1
更换气门室罩盖垫及高压油管,0
感谢您选择北京燕宝金港店,2
更换清洗节气门体(帕萨特1.8T),0
更换机油机滤加添加剂(普通型),2
检修右前座椅异响,1
H201车载吸尘器,2
发动机燃烧室积碳清洗空调杀菌,0
赠送节气门清洗加匹配,0
EFI:喷油器总成拆装更换(全部)(含料),0
检玻右前轮噪音大,1
清洗喷油嘴(327、337、3BD),2
客户反映车子冷车启动有时时间长,1
左前叶、左后门、左后叶钣金喷漆,2
粘保养提示贴?,1
需更换点火线圈及火花塞）,0
反映行驶时发动机舱有异响,1
更换自动变速箱油（09G）,2
20660燃油泵5061压力过低建议更换,1
预约赠送机油滤芯,2
喷漆161.6,2
客户反映：车辆行驶踩刹车“叽叽”异响,1
"人保代办,右后门\右后叶受损.",1
检查发动机发抖(冷车起步时),1
提醒客户知晓,2
"右后外尾灯,后内泡沫",2
进气、燃油清洗,2
处理左前大灯清洗泵不回位,1
客户补机油差价245元,1
换仪表杂物箱,2
起动机线束,0
检查左前及右前雾灯失效,1
一轴油封漏油已更换,1
空调..活动,2
座椅加热每个档位的温差一样,1
新车PDI拓号（车架号和发动机号）VIN:0G38061,0
威马逊事故,2
C.99检查发动机故障灯报警,1
拆装工作台换主副气囊(1552检测,2
清洗进气道，燃烧室积炭,2
清洗发动机油道(安耐驰),0
更换空气格空调格汽油格火花塞（组）,0
检查发动机气门响,1
更新较粘链接,1
拆装:吊装发动机,0
套餐一发动机润滑系统清洗686元,0
项目：拆换前暖风水箱,2
"免费+1服务活动发动机仓清洁,雨刮器&喷水器开关",0
建议发动机内部清洗剂及发动机内部保护剂,0
拆装两后门门把手传感器,2
更换三四档同步器(挂不上档),1
更换机油机滤(会员空调杀菌除异味,1
注:偏右及右前响已反映过几次,1
客户反映车辆底部有漏水痕迹,1
拆装更换多楔带(发电机皮带),0
风挡胶,2
钣金前保险杠更换,2
其它：清洗发动机油泥,0
更换节温器总成(常开),0
更换变速箱回油管,0
XY201405050205,2
更换前保牌照框螺丝,2
检查发动机故障灯亮订货进气道,1
嘉实多),2
更换氧传感器1(455+60),0
清洁发动机舱、润滑门铰链、清洁门坎,0
检查客户反映：车辆启动的时候原地怠速停放的时候会感觉座椅和方向盘会有点,1
空调清洗、臭氧消毒(保险赠送),1
"客户使用节气门清洗劵,劵号:",0
火花塞保养到期,0
润滑系统清洗(140),2
更换后正常故障件代码：3279018换表里程：0.00销售日期：2010.08.05,1
更换右后视镜及雾灯框,2
客户反映:在高速上加油门没有反,1
发动机油保养宝悦第一分公司??,0
发动机润滑系统的清洗,0
前杠下压条、后档玻璃压条紧固,1
喷漆发动机头盖喷漆,0
悦常在驾无忧，BMW为您提供终身免费事故救援，救援热线:4008129999,2
更换前端框及水箱冷凝器,2
节温器总成,0
活动赠送燃油添加剂(100ML),2
更换刹车真空泵1647元,2
客户反映有时候发动机故障灯亮，车斗,1
检查自动换挡有响声(工种：机电),1
更换助力油壶到方向机油管,2
更换左前门锁托架,2
发动机罩隔音膜(材料带走不三包),0
客自述已更换变速箱油火花塞四格,0
项目2012冬季免费检测活动（S）,2
后杠右前门右前门槛喷漆,2
发动机进气系统深度除碳,0
客户反映:行驶中加油时发动机嗡嗡响,1
建议更换刹车灯泡,2
右前翼子板、右后翼子板喷漆,2
更换前骨架、前机盖,2
发动机后支架异响,1
更换空调花粉滤清器,2
其它：客户反映车辆发动机有哒哒的异响,1
右后尾灯雾汽处理,2
更换前杠、下中网、左前雾灯罩、大灯,2
项目：检查遥控器无反应,2
拆装防火墙、处理雨刷不工作,1
客户自备配件无质量担保,2
增项:更换空滤火花塞,0
春季出行关爱检测?,2
机油格发动机清洗剂快驰半合成5000,0
检查怠速易熄火,1
左后门太阳膜（装饰部）,2
钣金:更换右前叶内衬、发动机下护板,0
把手饰盖喷漆,2
客户反映：喇叭破音,1
十六项检查(工种：机电),2
保修执行K440B,2
清洗、保护发动机润滑系统,0
更换机油滤清器底座,0
后杠喷漆（除天籁全车系阳光含防擦条）,2
更换优选机油及格、放油螺丝,0
故障检查(检查点烟器失灵),1
发动机抗磨剂加一支,0
检查不平路后排座椅异响且抖动,1
注:转向未见异常,1
客户反映:发动机舱有规律的咚咚咚的异响,1
放油螺丝紧抽机油,1
本次材料预估费用为:4828元,2
上次建议项目客户已做,2
油滤套餐,2
项目：换正时皮带及水泵,0
火花塞保养(估价1301元),0
1估价:人保凌翔40778决故障需要,1
谢谢师傅,2
检查发现水箱漏水,1
原因检查需更换遥控钥匙索赔的,2
检查底盘有异响、,1
更换防冻液水箱清洗送止漏150,1
左前叶子板及附件,2
更换右侧控制臂吊耳,2
前刹车盘横向跳动量为0,1
更换发动机机油及机油滤(机油已够),0
客户反映车辆两前门玻璃升降的时候有唧唧的响声,1
燃烧室积碳清洗及检查火花塞,0
添加雨刮水1,2
2500更换机滤、机油,2
平安1040,2
序号：3索赔单号：SZ20140809324故障描述：左侧遮阳板松动鉴定结果：经查,1
"机油保养,1160元",2
更新气缸盖,0
此车制动液保养及火花塞保养即将,0
SRP008后轮制动磨擦片保养，费用1496,2
发动机除碳(含料),0
发动机控制单元重新编程?,0
节气门机电工时,0
四车门打油向左跑偏,1
喷前杠左前叶子板,2
及发动机内部清洗,0
描述激活GPS,2
更换火花塞更换高压导线,0
更换右后车门内开启手柄总成?,1
客户反映：2000转以上排气管黑烟很重,1
燃油滤清器悦享保养套餐FUELFILTER(费用预计:599),0
拆装清洁节气门(含VAG1552检测,0
更换火花塞雨刮胶条,0
更换前杠及相关件,2
过不平路面后部有异响,1
冷车启动异响,1
检查灯光不亮就换?,1
前杠后杠油漆1000,2
"发动机下盖,两侧,",0
清洗节气门(包含电脑匹配),0
拆装车顶两边饰条,2
加装踏板(改装),2
检查空调系统..检查无异常,1
拆装水泵2.4,2
添加g171个,2
描述检查锁不了车门、会报警,1
点火开关打开雾灯会自己打开,1
客户反映前档、四门电镀条烂,1
检查轮胎以前提示失压的,1
翼子板:左后叶,2
高压油泵故障,1
倒车镜盖喷漆,2
发电机拆除和更换(工种：机电),0
修复发动机线束及大灯线束,0
清洗发动机内油水混合物,0
燃油箱总成(汽油发动机),0
建议下次54064KM保养,2
检查客户反映怠速时车辆发抖,1
J建议更换燃油滤清器,0
检查踩刹车喇叭响,1
且磨损不均匀,1
更换火花塞1.4T,0
检查建议更换暖风小水箱(漏水),1
发动机三清套餐(非TSI发动机),0
绿色出行套餐一,2
"节气门体,洗清",0
发动机号CGM012864,0
客户反映车门关起来沉,1
1.检测发电机不发电,1
更换行李箱盖标牌III,2
检查右前门内装饰板松动,1
建议更换怠速马达、蓄电池,1
拆装排气管悬挂装置,2
、续保送1000元工时券,2
左前门锁支架断,1
导航蓝牙连不到左后刹车灯不亮(工种:机电),1
检查开空调无反应,2
项目：检查发动机右侧有噪音,0
朗逸1.6首次7500公里免费保养,2
宋站长同意本次只收材料费用,2
压缩机强化,2
拆装前杠焊接雷达线束,2
右前轮防扎处理,2
客户反映的问题,1
钣金:右后门拆装,2
检查喇叭按下去长响,1
需更换:1.左前制动盘2.后级氧传感器3.右前转向拉杆?,0
换方向机高压油管?,0
检查有时候启动缓慢（须多次电火,1
"换前后杠,发动机下护板,右前叶子板及内衬",0
世嘉留存率专项活动清洗节气门,0
(2010090150),2
检查左前门玻璃升降时响(已处理),1
我们会将您爱车的发动机舱内清洁干净,0
6.宝马“悦享”保养服务套餐火花塞保养(费用约：1375元),0
客户描述踩刹车有点异响,1
发动机保护剂及G17,0
右后门车门亮条更换,2
更换中央扶手内滑道,2
项目：检查前轮过坎有异响,1
检查车偶尔有抖动现象,1
后杠补漆车前盖喷漆,2
左前门玻璃升到位后有间隙,1
行驶过程中右前门有异响,1
检查左前轮胎有漏气现象没有报警,1
发动机油保养（天河宝悦送机油保?,0
调整大盖与前杠缝隙,2
建议清洗喷油嘴(免工时),2
车主诉：怠速的时候车抖检查,1
检查左后玻璃上升慢,1
检查右后轮胎少气,1
前杠、右前叶、机盖、右前A柱、右前车门油漆,2
检查发动机冷却系统密封性,0
更换火花塞一套（TSI),0
清洗节气门(特价50元),0
用户反映仪表处“吱吱”异响,1
项目：发动机润滑系统保护,0
项目更换附件传动带张紧轮一套,1
更换变矩器前油封,0
清洗节气门、怠速电机、喷油嘴,1
检查车辆底盘无外力损坏,1
右前叶子板角及右侧门坎后部补漆,2
换机油机滤昊锐（全合成机油）,2
检查OBD报警加不上速,1
常规保养(套餐小保养),2
发动机养护(材料,0
车子左后门玻璃升降不灵,1
使用座椅定位贴.告知维修进度.润滑门铰链.发动机舱清洁,0
过烂路时,1
空气滤清器:空调B,2
2.检查发现为发动机前罩盖密封不良导致漏油,1
项目更换离合器总泵,2
发动机罩拆装,0
P0010进气凸轮轴位置传感器性能,0
建议做发动机润滑养护,0
提供抵达目的地的交通方式3KM,2
要求检查检查底盘异响,1
炭罐电磁阀待定,0
发动机盖上色亮漆,0
"车辆左前杠,左前大灯受损,事故估价,平安保险,缴费提车",1
本店第一次保养,2
项目更换发动机下护板,0
底盘校正,2
添加发动机高效润滑剂TURBOC60,0
粘左后门密封条,1
拆装左后门饰条把手压条,2
其它：1.客户反映：检查车辆发动机故障灯有时候会亮黄色有时候不会亮,1
检查鼓风机响,1
更换右后减震器索赔,1
2012年整车免费检测,2
废气再循环控制阀更换,2
检查行驶加油排气管响(工种:机电),1
客户反映后桥差速器螺栓非原厂备件(昨天在中宝检测技师给客户说的),1
发动机调整:发动机调整(LC100),0
检修导航显示错误,2
项目更换点火开关后故障排除,1
检查启动时起动机回位不好,0
清洗节气门.怠速马达,1
更换发动机前棘爪,0
项目发动机舱清洁免费?,0
项目：全车检建议更换右前刹车分泵,2
属保修,2
打印故障码索赔员签字,1
发动机电子:应客户要求进行发动机润滑养护,0
空调杀菌消毒套餐(机器),2
自带机油、由于机油引起的质量问题不保修,2
"前喷水器电机&泵总成,",2
机油保养1100嘉士多,2
项目：更换钥匙电池一块,2
更换花粉滤芯器,2
项目：客户反映右后门处有异响,1
检查进气管有有油迹,1
免费清洗发动机机仓,0
2016凉季活动,2
检查左前门玻璃升不上来,2
清洗电子节气门(SC),0
检查方向盘右侧按键不工作,1
卡费1.000282,2
高速出现两次仪表显示发动机故障,1
发动机控制单元重新编程02,0
检查左后刹车灯(LED)不亮,1
发动机美容（保险送）,0
平安现金结算无定损单,2
左前车门面板整形小,2
变矩器油封密封处密封不严,1
需要更换新的制动片前制动片磨损严重,1
检查车门智能开关不灵v,1
"SRP001机油保养(0w30机油、机滤),费用预计:1270元",2
清变速箱,2
拆叠镜间中不灵(正常),1
发动机润滑系统清洗(含清洗剂),0
带走燃油添加剂(车主自愿放弃),2
检查四轮刹车（更换前轮盘,2
踩刹车时有异响,1
建议客户更换汽滤、火花塞、空调,0
检修发现前杠与大灯间有间隙,1
P2119电子节气门控制节气门回路,0
赠送清洗节气门体卷,0
其它：2.左前门,2
发动机深层维护,0
LK,2
80码以上档杆抖动,1
FWW该车主反应该车停车一段时间后有一小摊油,1
拆洗油路、节气门,0
更换前片、发动机线束,0
钣金修复(后)保险杠,2
更换燃油压力调节器和或密封垫?,0
检查火花塞(客户记的更换过),0
配备14T发动机自动变速箱车辆的软件升级活动,0
高端发动机油保养,0
检查刹车异响M,1
拆装或更换手套箱杂物箱,2
更新发电机介轮,0
检查车子90码加速发动机抖动,1
项目：7500公里保养不倒胎,2
免费清洁空调系统冷凝器,2
7500公里首次保养(机油用灰壳),2
D11刹车灯端增加保护?,2
更换蓄水瓶带附件总成,2
前轮动平衡（含铅块）,2
烤漆左右前叶子板,2
清洁发动机表面灰尘,0
检查牌照的灯不亮调整线路?,1
30000KM三滤保养（2.4）,2
项目：更新发动机通风管,0
客户反映：车辆启动不了.车上提示供油系统.无法获得完全的传动功率.,1
检查左后门窗帘能否粘好,1
更换火花塞(1.4T,0
清洗节气门及进气支管,0
4门2盖及门把手润滑，发动机舱清洁，旧件客户带走（是）（否）,0
服务温馨提示：音响状态__CD（开,1
安装右前电眼,2
油滤器总成拆卸和安装,2
断电处理无效,1
更换刹车片_前,2
"活动期间,使用高端机油工时8折",2
PYBP07钣喷谢尚旨组,2
"油路,节气门进气系统清洗",0
检查为喇叭破音,1
清洗及编程节气门,0
节气门气门,0
检测数据0.5,2
维修非代理事故,2
更换机油冷却器水管2根,0
事故车钣金喷漆,2
更换蒸发水箱,2
备注:空调不制冷需更换空调套件,1
车间检查检查行驶车厢内部异响,1
原因更换发动机支杆,0
项目：拆装更换左前座椅高度调整电机,2
检查电瓶鼓包,1
维修时发现喇叭单音,1
原因经检查排气管隔热板变形,1
发动机油道清洗（N）,0
更换发动机副风扇,0
清除发动机燃烧室积碳,0
本次费用预估:太保刘光辉3450元.,2
惰轮皮带轮?,0
拆装发动机电线束部件及车内保险盒,0
SRP提醒:宝马悦享SRP保养服务套餐,2
项目：变速器大修（自动）,2
更新左前车窗按钮饰板,2
"建议四轮定位,底部没有油迹",1
更换左前叶子板轮眉饰块,2
客户确认自费维修,2
普通机油更换保养计划CN,2
发动机电子:应客户要求进行燃油油路清洗养护,0
更换火花塞V6,0
"换电磁阀真空管16E2PA,YL",0
99992正常,2
检查电磁阀,0
拆装或更换发动机支架－左,0
发动机油道润滑清洗3件套,0
更换火花塞(1.8TSI2.0TSI),0
建议更换发电机皮带及组件,0
发动机深度清洗（活动价298）,0
换油保养2.5T,2
拆装压缩机包括加冷媒2,2
发动机养护1905+1910,0
项目检查右前玻璃升降不顺畅,1
"零件价格：0.00,项目价格：4277.75",2
更换拆装后保险杠喷漆,2
空气格材料,2
清洗节气门B5,0
"儿童座椅锁扣召回,赠送500元代金券",2
建议更换气门室盖垫火花塞,0
分解和组装气缸盖更换进排气门油封EW,0
客户反映方向盘发抖,1
检查底盘及减震,1
检查CD机不进碟,2
更换雨刮胶条后,2
左后车门附件拆装?,2
需更换电瓶?,2
添加抗摩剂,2
需更换PC电磁阀,0
用深度尺测量前轮刹车片厚度是1.8毫米,2
拆装更换两前刹车盘,2
检查右前座椅安全带,2
85530中央出风口1511断裂已更换出风口,1
发动机排毒清洗,0
机油及机油滤清器垫片更换润滑剂,0
车顶更换车顶内饰板(含内后视镜,2
"雨刮刮起来有痕迹,刮不干净",1
建议更换发电机建议更换外球笼防尘套,0
清洗节气门体（AL62.0T),0
"客户反映:倒车时倒车影像踩刹车变亮,松刹车变暗",1
检查仪表发动机故障灯点亮,1
W更换空调后出风口失效,1
2013BMW夏季检查活动,2
行驶150160时方向盘抖动,1
左后车门拆装附件,2
检查行驶中车轮声音大,1
尊选二手车100项检测(拓印发动机号及车架号各6份),0
拆装更换空气滤芯,2
净化电磁阀和或管的拆除和更换(工种:机电),0
发动机燃油道免拆清洗,0
更换大灯(右)?,2
维修普通钣金喷漆维修,2
"火花塞""悦享""保养套餐SPARKPLUGS",0
更换发动机盖铰链2,0
项目：更换硅油离合器,2
更换锁紧电机,1
客户描述车辆空调不出风什么风都不出请技师检查,2
制冷差,1
发动机线速保养,0
检查加速时离合器抖（上坡时明显,1
项目：更换座垫,2
新迈腾6万公里定期保养,2
建议做燃油清洗,2
客户反映仪表不通电,1
左右减震观察,1
建议更换火花塞客户不同意,0
10000公里免费定期保养?,2
店庆8周年纳米深度杀菌,2
节气门喷咀清洗,0
更换后悬架摆臂、羊角轴承,2
检查右前门内侧生锈处理,2
离合器主缸漏油导致没离合,1
发动机线束总成更换(包含：线束固定附件拆装),0
代理1590+360+自费682@,2
检查打尽方向异响(起步时),1
检查发动机舱线束,0
工作台右侧出风口松旷,1
检修行车方向发抖,1
20120508303,2
拆\换出气阀,2
检测MMI（多媒体娱乐系统）,2
检查发动机冒烟(救急回店,0
右后门板油漆?,2
更换减震,1
清洗发动机缸体积碳,0
做漆（左侧）：前后叶子板前后门后杠左后钢圈,2
检修左前车窗下降时异常,1
项目：发动机机油滤清器总成(θ),0
室内360清洗,2
左后叶子板全漆(含漆料),2
检查客户反映60码以上时,1
防冻液2,2
24240空气滤清器滤筒1631堵塞更换空气滤芯,1
检查左前门开锁键无效,1
检查喇叭偶尔单音响,1
排查发动机故障灯亮清码,1
更换火花塞(6)T,0
固定左前门皮子,2
左前组合灯总成更换服务活动,2
"车主暂不处理,建议使用观察",2
注：关闭开门熄火功能,1
车辆行驶中抖动,1
更换副水壶下水管(工种:机电),2
更换机油机滤空调滤汽油滤火花塞,0
定期保养检查左前底盘螺丝松动检查碟片拿不出来,1
检修右后轮刹车异响,1
检查DVD播放自动停止(加装部,1
建议清洗发动机节气门体,0
对控制单元进行编程并全车设码（,2
换前杠铁及前杠卡子7个,2
发动机清洗400,0
前部制动器保养,2
喷水喷不出水?,1
项目：检修变速箱异响（含检测学习）,1
车辆声音大,1
更新后座台架上的TouchCommand快速压紧适配接口,1
检查控制面板按钮失灵,1
检查颠路行驶中后备箱盖饰板有异响,1
发动机排毒换油,0
#欢迎预约和使用有偿替换车服务,2
火花塞用户这次不做,0
汽油过滤器及油泵滤网主更,2
出车救援,2
机修拆装抬发动机,0
已上项目先行维修,2
检查点烟器盖子盖不上,1
机油自带+清洗发动机,0
拆装电动燃油泵清洗,0
更换自动变速器油（含滤芯）,2
检修左前轮制动分泵回位不良,1
发动机系统全面检测活动,0
机盖、前杠、左前叶子板、左前门、左门槛、左AB柱及校修部位,2
每5000KM保养发动机内部清洗,0
项目全车喷漆(不喷大顶),2
描述冷却水壶盖处漏水,1
C6更换发动机皮带组件（3.0T),0
客户到店反应车辆启动时发动机异响,1
检修左后轮抱死,1
描述检查左后玻璃升降开关不灵敏,1
底盘球头养护(298元),2
内太保左前事故14377596,2
保修订货到,2
描述方向打死有轰的异响,1
雨刮器和车窗清洗装置（检查）,2
传动轴部位有异响,1
已告知客户推荐购,2
空调出风口清洗除菌,2
换的空调滤芯,2
添加发动机保护剂200,0
检查方向左、共振,1
"灯光,气压,上油",2
检查钥匙遥控不好用,1
更换火花塞（2.0T.2.4.3.0),0
检查天窗胶条开裂,1
保养:节气门清洗保养2.0T赛威,0
清洗节气门喷油嘴进气支管,0
处理两前玻璃升降异响,1
描述客户反映右侧喇叭按钮不灵,1
(昕锐)发动机清污排毒?,0
需关闭冰箱使用,2
检查:右后侧倒车雷达误报(原装的雷达)(工种:机电),1
更换钛合金护板,2
检查制动液水平报警,1
发动机总成:大修发动机,0
建议下次机油两滤火花塞三清,0
拆装和修复右后门和右后叶子板附件,2
"节气门体及进气系统,清洗",0
A套餐（美7L）,2
检查发动机行驶过程中声音较大,0
项目右后叶、后杠受损,1
换件:前杠中网右前雾灯机盖,2
检查客户反映：上次更换尾盖撑杆后,1
拆装进气歧管更换喷油嘴,0
"和客人一同试车,过程",2
拆装或更换左后减震器,1
检查过不平路面左前门响,1
偶尔打不着车,1
检查前雨刮嘴不能喷水,1
更换左尾灯(内,2
"建议项目:两后轮胎磨损至极限,",1
2008040299,2
前杠拆装左前翼子板修复,2
检查电瓶指示灯报警,1
领座垫及脚垫各一套,2
开到80速，车身感觉无力，响声（空气格堵塞，节气门积碳多，清洗油路）,1
熄火重新启动后正常(出现过3.4次)(工种:机电),1
发动机免拆清洗(润滑系统),0
更换节温器至节气门管子,0
气囊灯亮(此车在外做过事故没解决的),1
添加高端机油(灰壳5送1),2
GORemRefcourtesylight,2
更换底盘电线束总成后,2
修复右前门、右前叶,2
经检测变矩器油封密封不严,1
节气门清洗套餐C,0
客户描述OBD报警,1
检查机油灯亮（是否漏油）,1
更换空调格空气格火花塞,0
客户反映:车辆检查,1
检查方向异响?,1
Programcontrolunitsandperf,2
右前叶子钣金,2
项目：新增：免拆清洗喷油嘴节气门并编程,0
客户反映：发动机有渗油,1
更换原厂尊选机油（5L),2
调整:前保险杠,2
动力传输:客户反映换挡时有异响电气系统:动力传输:发动机:底盘:空调:整车概述:,1
进行车辆测试(排气管固定杆脱落),1
检左边雨刮喷不出水(更换喷水嘴),1
油液客户自己换过及火花塞,0
发动机舱外部清洗?,0
更换新密封气缸盖罩,0
常规检测(胎压、灯光、油液),2
更换右侧减震器,1
更换前门电动玻璃升降器总成(左)后试车故障排除,1
拆装或更换前杠（中国人寿）,2
建议更换进气歧管单向阀,0
客户要求只充氟不检漏,1
"组合:节气门燃油管路,清洁",0
待活动,2
